,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
88539,2020,Q1,Vancouver Island,Victoria General Hospital,Uterine Surgery,318,207,6.4,27.4,20_Q1
88540,2020,Q1,Vancouver Island,Victoria General Hospital,Vaginal Repair,53,23,20.1,30.8,20_Q1
88542,2020,Q1,Vancouver Island,West Coast General Hospital,Bladder Surgery,8,7,2.9,9.1,20_Q1
88543,2020,Q1,Vancouver Island,West Coast General Hospital,Bowel Resection,3,5,1.9,18.2,20_Q1
88544,2020,Q1,Vancouver Island,West Coast General Hospital,Cholecystectomy,6,9,2.3,16.5,20_Q1
88545,2020,Q1,Vancouver Island,West Coast General Hospital,D&C and Related Surgery,3,7,0.9,2.3,20_Q1
88546,2020,Q1,Vancouver Island,West Coast General Hospital,Dental Surgery,6,9,18.6,23.3,20_Q1
88547,2020,Q1,Vancouver Island,West Coast General Hospital,Hernia Repair - Abdominal,40,39,9.3,22.5,20_Q1
88548,2020,Q1,Vancouver Island,West Coast General Hospital,Mastectomy,3,12,1.7,4.3,20_Q1
88549,2020,Q1,Vancouver Island,West Coast General Hospital,Other Urology Surgery,3,29,2.3,9.9,20_Q1
88550,2020,Q1,Vancouver Island,West Coast General Hospital,Prostate Surgery,13,13,3.1,13.0,20_Q1
88551,2020,Q1,Vancouver Island,West Coast General Hospital,Uterine Surgery,6,11,3.7,13.1,20_Q1
88636,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Other Procedures,22,13,4.0,42.2,20_Q2
88638,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Aortic Aneurysm Repair,10,15,3.9,19.9,20_Q2
88639,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bladder Surgery,84,41,4.9,52.3,20_Q2
88640,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bowel Resection,10,12,3.0,27.5,20_Q2
88641,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Biopsy,17,25,4.6,8.4,20_Q2
88642,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reconstruction,15,19,3.4,43.4,20_Q2
88643,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reduction,178,46,43.9,61.1,20_Q2
88644,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cholecystectomy,53,48,7.4,28.2,20_Q2
88645,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,D&C and Related Surgery,74,28,9.8,42.9,20_Q2
88646,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Dental Surgery,111,34,34.1,44.9,20_Q2
88647,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Endarterectomy,14,20,3.4,11.1,20_Q2
88648,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Examination Under Anaesthetic,14,11,23.0,40.7,20_Q2
88649,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Excision Lesion/Tumour,60,19,11.0,27.0,20_Q2
88650,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fallopian Tube/Ovarian Surgery,128,25,12.0,46.1,20_Q2
88651,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foot/Ankle Surgery,62,19,39.3,44.2,20_Q2
88652,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fracture Repair,14,10,0.7,8.4,20_Q2
88653,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Abdominal,256,88,31.1,43.6,20_Q2
88654,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hip Replacement,77,30,44.4,56.7,20_Q2
88655,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee Replacement,244,66,43.6,76.0,20_Q2
88656,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparoscopy,23,8,32.6,42.1,20_Q2
88657,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Ligament Surgery,11,6,38.2,44.3,20_Q2
88658,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Male Reproductive Surgery,56,18,21.4,64.5,20_Q2
88659,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Mastectomy,16,28,3.3,4.7,20_Q2
88660,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Myringotomy,11,10,4.6,20.7,20_Q2
88661,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nasal Surgery,73,33,25.1,37.3,20_Q2
88662,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Joint Reconstruction,51,7,10.7,44.1,20_Q2
88663,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Orthopaedic Surgery,54,21,4.9,47.3,20_Q2
88664,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Urology Surgery,47,52,3.7,30.1,20_Q2
88665,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Prostate Surgery,120,40,7.6,48.3,20_Q2
88666,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Shoulder Surgery,58,16,38.9,52.8,20_Q2
88667,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sinus Surgery,10,7,10.6,62.0,20_Q2
88668,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Tumour Removal,32,20,13.9,39.8,20_Q2
88669,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tendon Surgery,7,8,5.9,36.1,20_Q2
88670,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Thyroidectomy,18,9,15.4,21.2,20_Q2
88671,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tonsillectomy/Adenoidectomy,33,15,2.3,56.0,20_Q2
88672,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Uterine Surgery,223,149,22.4,45.9,20_Q2
88673,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vaginal Repair,54,6,41.9,55.8,20_Q2
88674,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Varicose Veins Ligation/Stripping,454,23,76.0,98.4,20_Q2
88675,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Bypass Graft - Non Cardiac,7,15,2.9,13.5,20_Q2
88676,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Surgery - Other,9,11,1.9,10.1,20_Q2
88677,2020,Q2,Fraser,Abbotsford Regional Hospital And Cancer Centre,Wound/Laceration Care,29,6,4.4,38.9,20_Q2
88755,2020,Q2,Fraser,Burnaby Hospital,All Other Procedures,109,47,6.3,51.4,20_Q2
88757,2020,Q2,Fraser,Burnaby Hospital,Bladder Surgery,21,43,4.1,8.0,20_Q2
88758,2020,Q2,Fraser,Burnaby Hospital,Bowel Resection,11,16,2.9,4.8,20_Q2
88759,2020,Q2,Fraser,Burnaby Hospital,Breast Reconstruction,34,12,44.9,61.2,20_Q2
88760,2020,Q2,Fraser,Burnaby Hospital,Breast Reduction,114,13,55.0,65.1,20_Q2
88761,2020,Q2,Fraser,Burnaby Hospital,Cataract Surgery,1358,544,21.7,52.2,20_Q2
88762,2020,Q2,Fraser,Burnaby Hospital,Cholecystectomy,69,60,5.0,27.3,20_Q2
88763,2020,Q2,Fraser,Burnaby Hospital,D&C and Related Surgery,68,42,8.0,34.7,20_Q2
88764,2020,Q2,Fraser,Burnaby Hospital,Examination Under Anaesthetic,5,7,4.4,36.6,20_Q2
88765,2020,Q2,Fraser,Burnaby Hospital,Excision Lesion/Tumour,5,6,4.9,12.5,20_Q2
88766,2020,Q2,Fraser,Burnaby Hospital,Fallopian Tube/Ovarian Surgery,45,20,8.7,35.4,20_Q2
88767,2020,Q2,Fraser,Burnaby Hospital,Fistula Repair - Non Vascular,22,8,3.0,8.1,20_Q2
88768,2020,Q2,Fraser,Burnaby Hospital,Hand/Wrist Surgery,94,33,21.4,44.1,20_Q2
88769,2020,Q2,Fraser,Burnaby Hospital,Hernia Repair - Abdominal,112,103,3.4,26.9,20_Q2
88770,2020,Q2,Fraser,Burnaby Hospital,Hip Replacement,80,65,9.7,30.4,20_Q2
88771,2020,Q2,Fraser,Burnaby Hospital,Kidney/Bladder Stone Removal,7,10,5.4,24.6,20_Q2
88772,2020,Q2,Fraser,Burnaby Hospital,Knee - ACL Repair,23,10,25.9,51.3,20_Q2
88773,2020,Q2,Fraser,Burnaby Hospital,Knee Arthroscopy,45,22,20.1,36.8,20_Q2
88774,2020,Q2,Fraser,Burnaby Hospital,Knee Replacement,105,94,13.6,27.5,20_Q2
88775,2020,Q2,Fraser,Burnaby Hospital,Lens & Vitreous (non-cataract) Surgery,11,11,3.4,8.1,20_Q2
88776,2020,Q2,Fraser,Burnaby Hospital,Male Reproductive Surgery,3,15,4.9,15.1,20_Q2
88777,2020,Q2,Fraser,Burnaby Hospital,Mastectomy,3,16,3.3,24.4,20_Q2
88778,2020,Q2,Fraser,Burnaby Hospital,Nasal Surgery,239,57,36.4,62.2,20_Q2
88779,2020,Q2,Fraser,Burnaby Hospital,Other Eye Surgery,106,54,24.0,57.9,20_Q2
88780,2020,Q2,Fraser,Burnaby Hospital,Other Joint Reconstruction,11,12,24.2,35.0,20_Q2
88781,2020,Q2,Fraser,Burnaby Hospital,Other Orthopaedic Surgery,47,19,18.4,44.4,20_Q2
88782,2020,Q2,Fraser,Burnaby Hospital,Other Urology Surgery,32,61,3.9,15.9,20_Q2
88783,2020,Q2,Fraser,Burnaby Hospital,Prostate Surgery,72,63,6.0,28.7,20_Q2
88784,2020,Q2,Fraser,Burnaby Hospital,Rectal Surgery,10,16,4.4,20.9,20_Q2
88785,2020,Q2,Fraser,Burnaby Hospital,Shoulder Surgery,85,31,23.4,34.1,20_Q2
88786,2020,Q2,Fraser,Burnaby Hospital,Sinus Surgery,259,73,32.3,66.5,20_Q2
88787,2020,Q2,Fraser,Burnaby Hospital,Skin Surgery,23,5,1.4,53.4,20_Q2
88788,2020,Q2,Fraser,Burnaby Hospital,Skin Tumour Removal,59,17,22.3,45.4,20_Q2
88789,2020,Q2,Fraser,Burnaby Hospital,Tendon Surgery,9,5,21.3,36.5,20_Q2
88790,2020,Q2,Fraser,Burnaby Hospital,Thyroidectomy,3,6,3.1,7.1,20_Q2
88791,2020,Q2,Fraser,Burnaby Hospital,Tonsillectomy/Adenoidectomy,47,8,31.4,59.2,20_Q2
88792,2020,Q2,Fraser,Burnaby Hospital,Tympanoplasty,15,5,51.9,67.5,20_Q2
88793,2020,Q2,Fraser,Burnaby Hospital,Uterine Surgery,90,86,11.4,51.9,20_Q2
88794,2020,Q2,Fraser,Burnaby Hospital,Wound/Laceration Care,7,6,3.6,8.8,20_Q2
88795,2020,Q2,Fraser,Chilliwack General Hospital,All Other Procedures,3,11,8.6,22.0,20_Q2
88797,2020,Q2,Fraser,Chilliwack General Hospital,Biopsy in OR,3,10,2.9,5.2,20_Q2
88798,2020,Q2,Fraser,Chilliwack General Hospital,Bladder Surgery,25,44,3.7,26.2,20_Q2
88799,2020,Q2,Fraser,Chilliwack General Hospital,Bowel Resection,5,15,4.7,6.6,20_Q2
88800,2020,Q2,Fraser,Chilliwack General Hospital,Breast Biopsy,3,9,1.9,3.3,20_Q2
88801,2020,Q2,Fraser,Chilliwack General Hospital,Cataract Surgery,1104,1316,6.7,28.9,20_Q2
88802,2020,Q2,Fraser,Chilliwack General Hospital,Cholecystectomy,29,50,4.7,10.6,20_Q2
88803,2020,Q2,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,3,6,8.4,29.0,20_Q2
88804,2020,Q2,Fraser,Chilliwack General Hospital,Cone Biopsy,3,8,4.1,8.5,20_Q2
88805,2020,Q2,Fraser,Chilliwack General Hospital,D&C and Related Surgery,68,34,10.5,32.3,20_Q2
88806,2020,Q2,Fraser,Chilliwack General Hospital,Dental Surgery,34,19,8.4,15.3,20_Q2
88807,2020,Q2,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,8,6,3.9,6.9,20_Q2
88808,2020,Q2,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,64,25,9.1,28.0,20_Q2
88809,2020,Q2,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,61,69,5.0,17.7,20_Q2
88810,2020,Q2,Fraser,Chilliwack General Hospital,Hip Replacement,31,41,5.3,28.1,20_Q2
88811,2020,Q2,Fraser,Chilliwack General Hospital,Knee - ACL Repair,20,14,12.3,27.4,20_Q2
88812,2020,Q2,Fraser,Chilliwack General Hospital,Knee Arthroscopy,3,6,6.1,23.0,20_Q2
88813,2020,Q2,Fraser,Chilliwack General Hospital,Knee Replacement,58,43,15.9,36.0,20_Q2
88814,2020,Q2,Fraser,Chilliwack General Hospital,Laparoscopy,23,8,7.1,45.1,20_Q2
88815,2020,Q2,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,23,10,21.9,35.3,20_Q2
88816,2020,Q2,Fraser,Chilliwack General Hospital,Mastectomy,3,11,1.7,3.0,20_Q2
88817,2020,Q2,Fraser,Chilliwack General Hospital,Myringotomy,6,5,3.6,20.4,20_Q2
88818,2020,Q2,Fraser,Chilliwack General Hospital,Nasal Surgery,21,12,23.7,54.9,20_Q2
88819,2020,Q2,Fraser,Chilliwack General Hospital,Other Eye Surgery,3,6,8.6,14.6,20_Q2
88820,2020,Q2,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,24,10,3.4,23.1,20_Q2
88821,2020,Q2,Fraser,Chilliwack General Hospital,Other Urology Surgery,39,44,6.6,21.4,20_Q2
88822,2020,Q2,Fraser,Chilliwack General Hospital,Prostate Surgery,47,36,8.3,21.1,20_Q2
88823,2020,Q2,Fraser,Chilliwack General Hospital,Rectal Surgery,3,6,4.8,13.5,20_Q2
88824,2020,Q2,Fraser,Chilliwack General Hospital,Shoulder Surgery,15,7,23.0,47.8,20_Q2
88825,2020,Q2,Fraser,Chilliwack General Hospital,Skin Tumour Removal,5,10,5.6,21.5,20_Q2
88826,2020,Q2,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,11,17,20.0,45.7,20_Q2
88827,2020,Q2,Fraser,Chilliwack General Hospital,Uterine Surgery,137,81,27.3,37.5,20_Q2
88828,2020,Q2,Fraser,Chilliwack General Hospital,Vaginal Repair,39,15,26.3,43.8,20_Q2
88829,2020,Q2,Fraser,Chilliwack General Hospital,Wound/Laceration Care,3,5,3.9,16.5,20_Q2
88831,2020,Q2,Fraser,Delta Hospital,Bladder Surgery,33,28,4.9,18.1,20_Q2
88832,2020,Q2,Fraser,Delta Hospital,Breast Biopsy,3,6,4.1,19.5,20_Q2
88833,2020,Q2,Fraser,Delta Hospital,Cataract Surgery,365,190,3.7,50.0,20_Q2
88834,2020,Q2,Fraser,Delta Hospital,Cholecystectomy,62,34,5.0,19.0,20_Q2
88835,2020,Q2,Fraser,Delta Hospital,D&C and Related Surgery,78,80,7.7,32.2,20_Q2
88836,2020,Q2,Fraser,Delta Hospital,Excision Lesion/Tumour,13,28,12.4,34.5,20_Q2
88837,2020,Q2,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,67,16,16.1,31.5,20_Q2
88838,2020,Q2,Fraser,Delta Hospital,Hand/Wrist Surgery,10,8,2.1,7.7,20_Q2
88839,2020,Q2,Fraser,Delta Hospital,Hernia Repair - Abdominal,171,45,8.0,35.5,20_Q2
88840,2020,Q2,Fraser,Delta Hospital,Knee - ACL Repair,40,10,12.1,31.8,20_Q2
88841,2020,Q2,Fraser,Delta Hospital,Knee Arthroscopy,35,13,3.4,38.0,20_Q2
88842,2020,Q2,Fraser,Delta Hospital,Male Reproductive Surgery,25,16,1.0,5.2,20_Q2
88843,2020,Q2,Fraser,Delta Hospital,Mastectomy,10,31,3.3,8.1,20_Q2
88844,2020,Q2,Fraser,Delta Hospital,Nasal Surgery,16,7,27.6,32.1,20_Q2
88845,2020,Q2,Fraser,Delta Hospital,Other Eye Surgery,133,36,25.1,39.9,20_Q2
88846,2020,Q2,Fraser,Delta Hospital,Other Joint Reconstruction,17,5,30.1,52.6,20_Q2
88847,2020,Q2,Fraser,Delta Hospital,Other Orthopaedic Surgery,47,30,4.6,42.0,20_Q2
88848,2020,Q2,Fraser,Delta Hospital,Other Urology Surgery,5,5,2.3,12.8,20_Q2
88849,2020,Q2,Fraser,Delta Hospital,Rectal Surgery,66,26,5.6,35.1,20_Q2
88850,2020,Q2,Fraser,Delta Hospital,Skin Tumour Removal,98,140,3.8,24.7,20_Q2
88851,2020,Q2,Fraser,Delta Hospital,Uterine Surgery,49,43,17.0,49.1,20_Q2
88852,2020,Q2,Fraser,Delta Hospital,Vaginal Repair,43,12,26.7,57.5,20_Q2
88853,2020,Q2,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,39,5,34.6,46.6,20_Q2
88854,2020,Q2,Fraser,Delta Hospital,Wound/Laceration Care,17,10,11.2,21.7,20_Q2
88855,2020,Q2,Fraser,Eagle Ridge Hospital,All Other Procedures,20,16,14.6,52.3,20_Q2
88857,2020,Q2,Fraser,Eagle Ridge Hospital,Bladder Surgery,34,25,4.0,15.7,20_Q2
88858,2020,Q2,Fraser,Eagle Ridge Hospital,Breast Biopsy,3,9,3.1,5.1,20_Q2
88859,2020,Q2,Fraser,Eagle Ridge Hospital,Breast Reconstruction,33,22,23.0,41.6,20_Q2
88860,2020,Q2,Fraser,Eagle Ridge Hospital,Breast Reduction,142,32,36.0,51.0,20_Q2
88861,2020,Q2,Fraser,Eagle Ridge Hospital,Cholecystectomy,76,96,5.2,16.9,20_Q2
88862,2020,Q2,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,54,34,14.4,27.4,20_Q2
88863,2020,Q2,Fraser,Eagle Ridge Hospital,Dental Surgery,98,59,8.1,21.0,20_Q2
88864,2020,Q2,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,34,56,5.6,18.0,20_Q2
88865,2020,Q2,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,13,33,3.0,15.8,20_Q2
88866,2020,Q2,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,39,28,13.7,34.1,20_Q2
88867,2020,Q2,Fraser,Eagle Ridge Hospital,Foot/Ankle Surgery,19,10,15.2,38.0,20_Q2
88868,2020,Q2,Fraser,Eagle Ridge Hospital,Fracture Repair,3,17,1.9,9.1,20_Q2
88869,2020,Q2,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,67,40,12.5,23.3,20_Q2
88870,2020,Q2,Fraser,Eagle Ridge Hospital,Hernia Repair - Abdominal,112,148,8.7,32.0,20_Q2
88871,2020,Q2,Fraser,Eagle Ridge Hospital,Knee - ACL Repair,18,48,4.0,23.8,20_Q2
88872,2020,Q2,Fraser,Eagle Ridge Hospital,Knee Arthroscopy,12,58,3.9,22.1,20_Q2
88873,2020,Q2,Fraser,Eagle Ridge Hospital,Knee Replacement,19,5,11.1,27.9,20_Q2
88874,2020,Q2,Fraser,Eagle Ridge Hospital,Laparoscopy,8,10,10.3,33.9,20_Q2
88875,2020,Q2,Fraser,Eagle Ridge Hospital,Ligament Surgery,14,5,4.1,14.2,20_Q2
88876,2020,Q2,Fraser,Eagle Ridge Hospital,Male Reproductive Surgery,5,11,5.9,18.7,20_Q2
88877,2020,Q2,Fraser,Eagle Ridge Hospital,Mastectomy,3,12,3.0,7.8,20_Q2
88878,2020,Q2,Fraser,Eagle Ridge Hospital,Nasal Surgery,139,49,27.0,60.9,20_Q2
88879,2020,Q2,Fraser,Eagle Ridge Hospital,Nerve Surgery,16,14,4.1,9.7,20_Q2
88880,2020,Q2,Fraser,Eagle Ridge Hospital,Other Joint Reconstruction,32,36,9.7,20.9,20_Q2
88881,2020,Q2,Fraser,Eagle Ridge Hospital,Other Orthopaedic Surgery,67,57,6.7,23.1,20_Q2
88882,2020,Q2,Fraser,Eagle Ridge Hospital,Other Urology Surgery,23,45,3.4,13.8,20_Q2
88883,2020,Q2,Fraser,Eagle Ridge Hospital,Parotidectomy,20,10,33.9,47.6,20_Q2
88884,2020,Q2,Fraser,Eagle Ridge Hospital,Prostate Surgery,9,24,4.3,15.4,20_Q2
88885,2020,Q2,Fraser,Eagle Ridge Hospital,Rectal Surgery,8,14,5.8,38.5,20_Q2
88886,2020,Q2,Fraser,Eagle Ridge Hospital,Shoulder Surgery,35,45,5.4,18.9,20_Q2
88887,2020,Q2,Fraser,Eagle Ridge Hospital,Sinus Surgery,5,5,34.0,48.6,20_Q2
88888,2020,Q2,Fraser,Eagle Ridge Hospital,Skin Surgery,11,11,18.0,32.0,20_Q2
88889,2020,Q2,Fraser,Eagle Ridge Hospital,Skin Tumour Removal,28,39,3.3,27.0,20_Q2
88890,2020,Q2,Fraser,Eagle Ridge Hospital,Spinal/Back Surgery,45,60,2.9,16.9,20_Q2
88891,2020,Q2,Fraser,Eagle Ridge Hospital,Tendon Surgery,9,13,5.1,39.1,20_Q2
88892,2020,Q2,Fraser,Eagle Ridge Hospital,Thyroidectomy,30,24,29.2,46.8,20_Q2
88893,2020,Q2,Fraser,Eagle Ridge Hospital,Tonsillectomy/Adenoidectomy,103,52,17.5,41.9,20_Q2
88894,2020,Q2,Fraser,Eagle Ridge Hospital,Uterine Surgery,111,69,22.3,38.9,20_Q2
88895,2020,Q2,Fraser,Eagle Ridge Hospital,Vaginal Repair,26,9,16.0,40.7,20_Q2
88896,2020,Q2,Fraser,Eagle Ridge Hospital,Varicose Veins Ligation/Stripping,123,38,21.1,41.3,20_Q2
88897,2020,Q2,Fraser,Eagle Ridge Hospital,Wound/Laceration Care,11,17,5.6,21.4,20_Q2
88899,2020,Q2,Fraser,Langley Memorial Hospital,Bladder Surgery,42,23,4.0,18.7,20_Q2
88900,2020,Q2,Fraser,Langley Memorial Hospital,Bowel Resection,5,25,2.3,4.8,20_Q2
88901,2020,Q2,Fraser,Langley Memorial Hospital,Cataract Surgery,667,496,9.0,48.0,20_Q2
88902,2020,Q2,Fraser,Langley Memorial Hospital,Cholecystectomy,41,36,4.1,31.4,20_Q2
88903,2020,Q2,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,3,6,8.7,24.3,20_Q2
88904,2020,Q2,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,10,7,4.7,15.5,20_Q2
88905,2020,Q2,Fraser,Langley Memorial Hospital,D&C and Related Surgery,32,24,3.7,9.9,20_Q2
88906,2020,Q2,Fraser,Langley Memorial Hospital,Dental Surgery,11,16,3.0,19.0,20_Q2
88907,2020,Q2,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,14,7,2.1,3.4,20_Q2
88908,2020,Q2,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,5,6,2.6,12.7,20_Q2
88909,2020,Q2,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,8,9,6.0,36.0,20_Q2
88910,2020,Q2,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,23,17,10.3,17.1,20_Q2
88911,2020,Q2,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,119,95,8.9,39.5,20_Q2
88912,2020,Q2,Fraser,Langley Memorial Hospital,Hip Replacement,122,66,30.4,43.8,20_Q2
88913,2020,Q2,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,5,5,2.1,3.3,20_Q2
88914,2020,Q2,Fraser,Langley Memorial Hospital,Knee - ACL Repair,35,13,22.9,63.5,20_Q2
88915,2020,Q2,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,41,24,8.2,36.6,20_Q2
88916,2020,Q2,Fraser,Langley Memorial Hospital,Knee Arthroscopy,25,26,12.9,23.6,20_Q2
88917,2020,Q2,Fraser,Langley Memorial Hospital,Knee Replacement,305,125,35.0,51.7,20_Q2
88918,2020,Q2,Fraser,Langley Memorial Hospital,Laparoscopy,3,6,5.1,29.3,20_Q2
88919,2020,Q2,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,14,8,10.4,64.9,20_Q2
88920,2020,Q2,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,9,12,7.5,17.0,20_Q2
88921,2020,Q2,Fraser,Langley Memorial Hospital,Other Urology Surgery,50,54,4.2,24.3,20_Q2
88922,2020,Q2,Fraser,Langley Memorial Hospital,Prostate Surgery,18,31,2.9,9.7,20_Q2
88923,2020,Q2,Fraser,Langley Memorial Hospital,Shoulder Surgery,140,35,53.0,59.7,20_Q2
88924,2020,Q2,Fraser,Langley Memorial Hospital,Skin Tumour Removal,11,7,19.3,42.3,20_Q2
88925,2020,Q2,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,12,25,3.0,15.2,20_Q2
88926,2020,Q2,Fraser,Langley Memorial Hospital,Uterine Surgery,79,71,11.0,32.1,20_Q2
88927,2020,Q2,Fraser,Langley Memorial Hospital,Vaginal Repair,6,10,23.8,33.4,20_Q2
88928,2020,Q2,Fraser,Pattison Outpatient Centre,All Other Procedures,144,56,4.3,52.3,20_Q2
88930,2020,Q2,Fraser,Pattison Outpatient Centre,Bladder Surgery,52,27,2.9,19.9,20_Q2
88931,2020,Q2,Fraser,Pattison Outpatient Centre,Breast Biopsy,9,11,4.4,14.7,20_Q2
88932,2020,Q2,Fraser,Pattison Outpatient Centre,Breast Reconstruction,124,52,13.0,43.2,20_Q2
88933,2020,Q2,Fraser,Pattison Outpatient Centre,Breast Reduction,228,68,18.2,70.8,20_Q2
88934,2020,Q2,Fraser,Pattison Outpatient Centre,Cholecystectomy,123,117,3.1,25.9,20_Q2
88935,2020,Q2,Fraser,Pattison Outpatient Centre,Cyst/Ganglion Removal,8,6,34.6,87.8,20_Q2
88936,2020,Q2,Fraser,Pattison Outpatient Centre,D&C and Related Surgery,120,102,6.1,47.1,20_Q2
88937,2020,Q2,Fraser,Pattison Outpatient Centre,Excision Lesion/Tumour,16,11,2.7,43.6,20_Q2
88938,2020,Q2,Fraser,Pattison Outpatient Centre,Fallopian Tube/Ovarian Surgery,117,42,18.9,46.4,20_Q2
88939,2020,Q2,Fraser,Pattison Outpatient Centre,Foot/Ankle Surgery,22,14,14.3,41.8,20_Q2
88940,2020,Q2,Fraser,Pattison Outpatient Centre,Hand/Wrist Surgery,27,7,13.9,50.8,20_Q2
88941,2020,Q2,Fraser,Pattison Outpatient Centre,Hernia Repair - Abdominal,161,149,3.3,33.6,20_Q2
88942,2020,Q2,Fraser,Pattison Outpatient Centre,Kidney/Bladder Stone Removal,52,98,3.2,6.3,20_Q2
88943,2020,Q2,Fraser,Pattison Outpatient Centre,Knee - ACL Repair,66,18,27.4,71.8,20_Q2
88944,2020,Q2,Fraser,Pattison Outpatient Centre,Knee - Meniscectomy,21,8,41.6,75.0,20_Q2
88945,2020,Q2,Fraser,Pattison Outpatient Centre,Knee Arthroscopy,115,18,32.1,74.5,20_Q2
88946,2020,Q2,Fraser,Pattison Outpatient Centre,Laparoscopy,5,9,11.1,50.8,20_Q2
88947,2020,Q2,Fraser,Pattison Outpatient Centre,Lens & Vitreous (non-cataract) Surgery,103,65,17.9,46.0,20_Q2
88948,2020,Q2,Fraser,Pattison Outpatient Centre,Male Reproductive Surgery,13,9,7.4,62.8,20_Q2
88949,2020,Q2,Fraser,Pattison Outpatient Centre,Mastectomy,42,113,3.0,10.0,20_Q2
88950,2020,Q2,Fraser,Pattison Outpatient Centre,Nasal Surgery,276,62,26.1,46.8,20_Q2
88951,2020,Q2,Fraser,Pattison Outpatient Centre,Nerve Surgery,6,9,5.7,43.4,20_Q2
